AtencionID|Numero Ticket|Agencia|Semana Visita|Tipo Atencion|ProveedorID|Proveedor|Unidades|Costo Atencion|Numero OS/OC|Codigo Conformidad
16865|WO0000005365031|VITARTE|S1|Flat|48|Accenture||||
16866|WO0000005365027|LOS DAMASCOS|S2|Flat|48|Accenture||||
16867|WO0000005365010|LOS DAMASCOS|S2|Flat|48|Accenture||||
16868|WO0000005365026|LOS DAMASCOS|S2|Flat|48|Accenture||||
16869|WO0000005365028|VITARTE|S1|Flat|48|Accenture||||
16870|WO0000005365004|RAUL FERRERO|S2|Flat|48|Accenture||||
16871|WO0000005365007|LOS DAMASCOS|S2|Flat|48|Accenture||||
16872|WO0000005365014|LOS DAMASCOS|S2|Flat|48|Accenture||||
16878|WO0000005362730|LA SALLE||Variable|9|Cechriza||119.18||
16879|WO0000005362270|LOS DAMASCOS|S2|Flat|48|Accenture||185|00549-072023|
16880|WO0000005364032|LUREN|S2|Flat|48|Accenture||365|00541-072023|
16884|WO0000005362782|CONSTRUCTORES||Variable|9|Cechriza||1120.23||
16890|WO0000005364028|PARURO||Variable|9|Cechriza||2088.13||
16891|WO0000005362260|MUSA||Variable|9|Cechriza||||
16896|WO0000005368673|CONSTRUCTORES||Rechazado|39|Otros||||
16897|WO0000005367431|MESA REDONDA|S2|Rechazado|39|Otros||||
16903|WO0000005368698|LA SALLE|S2|Flat|48|Accenture||0||
16904|WO0000005369031|PURUCHUCO|S1|Flat|48|Accenture||0||
16905|WO0000005368693|LA RAMBLA BRASIL|S2|Flat|48|Accenture||0||
16906|WO0000005369028|LA RAMBLA BRASIL|S2|Flat|48|Accenture||0||
16907|WO0000005368690|LA RAMBLA BRASIL|S2|Flat|48|Accenture||0||
16909|WO0000005368247|LA FONTANA|S2|Flat|48|Accenture||140|00943-072023|
16913|WO0000005367492|MUSA||Variable|9|Cechriza||59||
16914|WO0000005367422|MESA REDONDA||Variable|9|Cechriza||0||
16916|WO0000005368641|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||21.8||
16921|WO0000005367037|LUREN||Emergencia|3|Alta Tecnologia En Limpieza||||
16922|WO0000005367036|CHINCHA||Variable|48|Accenture||658|01444-072023|
16923|WO0000005367038|COLONIAL||Emergencia|42|Punto Control Ambiental||||
16924|WO0000005367039|VENEZUELA||Emergencia|42|Punto Control Ambiental||||
16926|WO0000005367036|CHINCHA||Emergencia|3|Alta Tecnologia En Limpieza||||
16927|WO0000005367035|EL CARMEN||Emergencia|3|Alta Tecnologia En Limpieza||||
16928|WO0000005368691|CONSTRUCTORES|S2|Flat|48|Accenture||104.5||
16929|WO0000005368675|CONSTRUCTORES|S2|Flat|48|Accenture||10||
16931|WO0000005368683|CONSTRUCTORES|S2|Flat|48|Accenture||93||
16936|WO0000005369093|ASIA||Variable|16|Coorporacion R&M||2417.17||
16940|WO0000005368656|MUSA||Variable|9|Cechriza||355.42||
16948|WO0000005367044|MARISCAL CACERES||Variable|40|Prosegur||1373.5||
16956|WO0000005372972|PARURO|S2|Flat|48|Accenture||||
16957|WO0000005372970|PARURO|S2|Flat|48|Accenture||||
16958|WO0000005372968|PARURO|S2|Flat|48|Accenture||||
16959|WO0000005372953|PARURO|S2|Flat|48|Accenture||||
16960|WO0000005372958|PARURO|S2|Flat|48|Accenture||||
16961|WO0000005372967|PARURO|S2|Flat|48|Accenture||||
16962|WO0000005372974|PARURO|S2|Flat|48|Accenture||||
16963|WO0000005372990|PARURO|S2|Flat|48|Accenture||||
16965|WO0000005372932|MESA REDONDA|S2|Flat|48|Accenture||||
16966|WO0000005372985|PARURO|S2|Flat|48|Accenture||||
16967|WO0000005372976|PARURO|S2|Flat|48|Accenture||||
16968|WO0000005372978|PARURO|S2|Flat|48|Accenture||||
16969|WO0000005372981|PARURO|S2|Flat|48|Accenture||||
16970|WO0000005372947|PARURO|S2|Flat|48|Accenture||||
16971|WO0000005372503|CAILLOMA|S2|Flat|48|Accenture||||
16972|WO0000005372506|CAILLOMA|S2|Flat|48|Accenture||||
16973|WO0000005372516|CAILLOMA|S2|Flat|48|Accenture||||
16974|WO0000005371995|CAILLOMA|S2|Flat|48|Accenture||||
16975|WO0000005372500|CAILLOMA|S2|Flat|48|Accenture||||
16976|WO0000005372501|CAILLOMA|S2|Flat|48|Accenture||||
16977|WO0000005371998|CAILLOMA|S2|Flat|48|Accenture||||
16979|WO0000005372927|MESA REDONDA|S2|Flat|48|Accenture||||
16982|WO0000005372931|MESA REDONDA|S2|Flat|48|Accenture||||
16985|WO0000005373717|LOS RUISEÃ‘ORES||Variable|40|Prosegur||0||
16987|WO0000005371939|MERCADO DE PRODUCTORES|S1|Flat|48|Accenture||15.7||
16990|WO0000005373328|MESA REDONDA|S2|Flat|48|Accenture||5.8||
16996|WO0000005373381|SAN JUAN DE MARCONA|Q1|Flat|48|Accenture||339.2|01185-072023|
16999|WO0000005372510|PISCO||Variable|16|Coorporacion R&M||2970.47||
17000|WO0000005371953|LA FONTANA||Variable|34|Mensiar||||
17003|WO0000005371933|EL CARMEN||Variable|48|Accenture||540|01446-072023|
17005|WO0000005373338|MALA||Variable|16|Coorporacion R&M||1072.8||
17006|WO0000005371914|AYACUCHO|Q1|Flat|48|Accenture||248|00948-072023|
17009|WO0000005371110|CHACLACAYO||Variable|40|Prosegur||970.53||
17011|WO0000005372571|CHACLACAYO||Variable|9|Cechriza||1059.17||
17012|WO0000005371997|CHACLACAYO||Variable|9|Cechriza||1059.17||
17020|WO0000005371988|ALFONSO UGARTE||Variable|40|Prosegur||COSTO CERO||
17023|WO0000005373727|CONSTRUCTORES||Variable|40|Prosegur||483.36||
17032|WO0000005375454|ALFONSO UGARTE||Rechazado|39|Otros||||
17033|WO0000005375463|CONSTRUCTORES||Rechazado|39|Otros||||
17034|WO0000005375472|LA SALLE||Variable|40|Prosegur||0||
17036|WO0000005375468|CHINCHA||Variable|40|Prosegur||0||
17037|WO0000005375477|VENEZUELA||Variable|40|Prosegur||0||
17040|WO0000005375464|CHINCHA||Variable|40|Prosegur||0||
17041|WO0000005375473|MALA||Variable|40|Prosegur||0||
17044|WO0000005375574|VITARTE||Emergencia|42|Punto Control Ambiental||378.76||
17048|WO0000005377733|EL CARMEN||Rechazado|39|Otros||||
17049|WO0000005380191|CHACLACAYO||Rechazado|39|Otros||||
17050|WO0000005377729|MESA REDONDA||Rechazado|39|Otros||||
17051|WO0000005377731|MESA REDONDA||Rechazado|39|Otros||||
17054|WO0000005379796|MOLICENTRO||Rechazado|39|Otros||||
17055|WO0000005379195|MERCADO DE PRODUCTORES|S2|Flat|48|Accenture||0||
17056|WO0000005379198|LOS RUISEÃ‘ORES|S2|Flat|48|Accenture||17.5||
17057|WO0000005379168|LAS ALONDRAS|S2|Flat|48|Accenture||2.4||
17060|WO0000005379169|LAS ALONDRAS|S2|Flat|48|Accenture||0||
17061|WO0000005379133|SANTA ANITA|S2|Flat|48|Accenture||0||
17071|WO0000005379126|SANTA ANITA|S2|Flat|48|Accenture||0||
17072|WO0000005379131|SANTA ANITA|S2|Flat|48|Accenture||0||
17073|WO0000005379124|SANTA ANITA|S2|Flat|48|Accenture||0||
17076|WO0000005380174|RAUL FERRERO||Variable|28|JGM Import||||
17078|WO0000005378782|PISCO||Variable|40|Prosegur||0||
17079|WO0000005380168|RAUL FERRERO||Variable|40|Prosegur||0||
17081|WO0000005380167|RAUL FERRERO||Variable|40|Prosegur||0||
17083|WO0000005378357|MOLICENTRO||Variable|48|Accenture||150|01443-072023|
17084|WO0000005380642|PARURO||Variable|36|MR Express||118||
17085|WO0000005380641|LA RAMBLA BRASIL||Variable|36|MR Express||118||
17088|WO0000005378348|MESA REDONDA|S2|Flat|48|Accenture||410|01224-072023|
17089|WO0000005377197|PURUCHUCO|S3|Flat|48|Accenture||232|01482-072023|
17092|WO0000005378367|MOLICENTRO||Variable|48|Accenture||150|02997-072023|
17093|WO0000005378379|MOLICENTRO||Variable|48|Accenture||150|02996-072023|
17098|WO0000005380194|MESA REDONDA||Indeci|25|Indeci||||
17101|WO0000005382208|HUAYCAN||Rechazado|39|Otros||||
17103|WO0000005383640|CHOSICA|S2|Flat|48|Accenture||8.1999999999999993||
17104|WO0000005383639|CHOSICA|S2|Flat|48|Accenture||29.5||
17105|WO0000005383642|CHACLACAYO|S2|Flat|48|Accenture||20.100000000000001||
17106|WO0000005383641|CHACLACAYO|S2|Flat|48|Accenture||0||
17107|WO0000005383637|CHOSICA|S2|Flat|48|Accenture||0||
17113|WO0000005383650|VITARTE|S2|Flat|48|Accenture||31.8||
17115|WO0000005382204|HUAYCAN|S2|Flat|48|Accenture||4.2||
17116|WO0000005383644|CHACLACAYO|S2|Flat|48|Accenture||4.2||
17118|WO0000005383648|CAILLOMA|S2|Flat|48|Accenture||0||
17119|WO0000005383646|HUAYCAN|S2|Flat|48|Accenture||2||
17121|WO0000005382200|PARURO||Variable|28|JGM Import||||
17122|WO0000005382220|LOS DAMASCOS|S2|Flat|48|Accenture||10||
17123|WO0000005385422|COLONIAL||Variable|40|Prosegur||0||
17128|WO0000005384739|CHACLACAYO||Variable|9|Cechriza||0||
17132|WO0000005382226|LAS ALONDRAS||Variable|48|Accenture||739|01675-072023|
17142|WO0000005384714|CAILLOMA||Indeci|25|Indeci||||
17146|WO0000005388219|EMANCIPACION||Rechazado|39|Otros||||
17149|WO0000005386055|CONSTRUCTORES||Rechazado|39|Otros||||
17156|WO0000005388822|LOS DAMASCOS|S3|Flat|48|Accenture||15.5||
17158|WO0000005388837|LOS DAMASCOS|S3|Flat|48|Accenture||0||
17165|WO0000005387380|IMPERIAL||Variable|16|Coorporacion R&M||0||
17166|WO0000005386614|COLONIAL|S3|Flat|48|Accenture||||
17168|WO0000005386617|COLONIAL|S3|Flat|48|Accenture||||
17172|WO0000005387432|PISCO|Q1|Flat|48|Accenture||458|02178-072023|
17176|WO0000005388868|MOLICENTRO||Variable|48|Accenture||150|02354-072023|
17177|WO0000005389061|MOLICENTRO||Variable|48|Accenture||80|02353-072023|
17184|WO0000005389038|CHINCHA||Emergencia|3|Alta Tecnologia En Limpieza||3469.2||
17185|WO0000005388235|LA RAMBLA BRASIL||Emergencia|42|Punto Control Ambiental||768.32||
17189|WO0000005386622|COLONIAL||Variable|48|Accenture||250|03631-072023|
17191|WO0000005389039|PURUCHUCO||Emergencia|42|Punto Control Ambiental||570.22||
17196|WO0000005390468|VENEZUELA|S3|Flat|48|Accenture||||
17208|WO0000005390477|CAILLOMA|S3|Flat|48|Accenture||484||
17209|WO0000005390478|CAILLOMA|S3|Flat|48|Accenture||80|02124-072023|
17210|WO0000005391870|COLONIAL|S3|Flat|48|Accenture||0||
17211|WO0000005391864|COLONIAL|S3|Flat|48|Accenture||0||
17217|WO0000005392686|COLONIAL|S3|Flat|48|Accenture||5.24||
17218|WO0000005391859|COLONIAL|S3|Flat|48|Accenture||155|02117-072023|
17219|WO0000005390881|RAUL FERRERO|S3|Flat|48|Accenture||316|01841-072023|
17220|WO0000005391872|COLONIAL|S3|Flat|48|Accenture||90|02635-072023|
17222|WO0000005391247|PARURO||Variable|11|Cime Comercial||COSTO CERO||
17224|WO0000005392600|CAÃ‘ETE||Emergencia|42|Punto Control Ambiental||1652||
17225|WO0000005392670|EL CARMEN||Emergencia|42|Punto Control Ambiental||2655.35||
17227|WO0000005392603|MUSA||Emergencia|42|Punto Control Ambiental||480.01||
17228|WO0000005393064|MALA||Emergencia|42|Punto Control Ambiental||901.52||
17230|WO0000005392660|AYACUCHO|Q1|Flat|48|Accenture||611.91|02641-072023|
17231|WO0000005392651|AYACUCHO||Variable|9|Cechriza||608.03||
17232|WO0000005392643|AYACUCHO||Variable|9|Cechriza||1483.43||
17233|WO0000005392648|AYACUCHO||Variable|9|Cechriza||646.52||
17243|WO0000005394720|HUAYCAN||Rechazado|39|Otros||||
17244|WO0000005395969|VITARTE||Rechazado|39|Otros||||
17247|WO0000005394143|CENTRO CIVICO|S3|Rechazado|39|Otros||||
17248|WO0000005394716|HUAYCAN||Rechazado|39|Otros||||
17249|WO0000005395545|EL QUINDE ICA||Rechazado|39|Otros||||
17259|WO0000005394127|CAILLOMA|S3|Flat|48|Accenture||0||
17260|WO0000005394704|CENTRO CIVICO|S3|Flat|48|Accenture||52||
17261|WO0000005393806|GRAU (LIMA)||Variable|40|Prosegur||0||
17264|WO0000005395983|VITARTE||Variable|40|Prosegur||0||
17267|WO0000005395966|VITARTE||Variable|40|Prosegur||0||
17276|WO0000005395102|LOS DAMASCOS||Variable|9|Cechriza||176.88||
17279|WO0000005394129|CAILLOMA|S3|Flat|48|Accenture||484||
17282|WO0000005394798|LOS DAMASCOS||Variable|9|Cechriza||401.55||
17286|WO0000005395902|PISCO||Emergencia|42|Punto Control Ambiental||5252.96||
17287|WO0000005395597|CHINCHA||Emergencia|42|Punto Control Ambiental||3048.74||
17289|WO0000005395989|AYACUCHO||Variable|9|Cechriza||1777.47||
17292|WO0000005394791|LOS DAMASCOS||Variable|9|Cechriza||505.87||
17293|WO0000005395104|LOS DAMASCOS||Variable|9|Cechriza||176.88||
17304|WO0000005396966|VENEZUELA|S3|Flat|48|Accenture||0||
17305|WO0000005396964|CAILLOMA|S3|Flat|48|Accenture||31||
17306|WO0000005396962|CAILLOMA|S3|Flat|48|Accenture||6.7||
17307|WO0000005396969|VENEZUELA|S3|Flat|48|Accenture||43||
17308|WO0000005396967|VENEZUELA|S3|Flat|48|Accenture||0||
17309|WO0000005396968|VENEZUELA|S3|Flat|48|Accenture||0||
17310|WO0000005396948|CHOSICA||Emergencia|42|Punto Control Ambiental||854.15||
17316|WO0000005397934|VITARTE||Emergencia|42|Punto Control Ambiental||883.25||
17322|WO0000005399168|ICA||Rechazado|39|Otros||||
17323|WO0000005400809|LOS DAMASCOS||Rechazado|39|Otros||||
17333|WO0000005400575|SANTA ANITA|S3|Flat|48|Accenture||15.5||
17334|WO0000005400562|SANTA ANITA|S3|Flat|48|Accenture||31.35||
17335|WO0000005400567|SANTA ANITA|S3|Flat|48|Accenture||31.35||
17336|WO0000005398507|CAILLOMA||Variable|28|JGM Import||265.5||
17337|WO0000005400573|SANTA ANITA|S3|Flat|48|Accenture||31||
17338|WO0000005400592|SANTA ANITA|S3|Flat|48|Accenture||15.5||
17339|WO0000005400026|EMANCIPACION||Variable|40|Prosegur||449.88||
17340|WO0000005400586|SANTA ANITA|S3|Flat|48|Accenture||COSTO CERO||
17341|WO0000005400804|LAS ALONDRAS|S3|Flat|48|Accenture||15.5||
17342|WO0000005400810|LAS ALONDRAS|S3|Flat|48|Accenture||21.8||
17343|WO0000005400571|SANTA ANITA|S3|Flat|48|Accenture||41.8||
17344|WO0000005400598|SANTA ANITA|S3|Flat|48|Accenture||15.5||
17345|WO0000005400801|LAS ALONDRAS|S3|Flat|48|Accenture||131||
17346|WO0000005400578|CAILLOMA||Variable|40|Prosegur||COSTO CERO||
17347|WO0000005400870|CAILLOMA||Variable|40|Prosegur||COSTO CERO||
17348|WO0000005400837|MESA REDONDA||Variable|40|Prosegur||COSTO CERO||
17349|WO0000005400584|SANTA ANITA|S3|Flat|48|Accenture||15.5||
17357|WO0000005398517|SAN JUAN DE MARCONA||Variable|40|Prosegur||COSTO CERO||
17358|WO0000005400058|HUAYCAN||Variable|9|Cechriza||59||
17359|WO0000005400056|HUAYCAN||Variable|9|Cechriza||COSTO CERO||
17363|WO0000005399180|ICA|S4|Flat|48|Accenture||214|02979-072023|
17364|WO0000005400031|MALA||Emergencia|3|Alta Tecnologia En Limpieza||1224.8399999999999||
17365|WO0000005400034|LOS DAMASCOS||Emergencia|42|Punto Control Ambiental||821.28||
17366|WO0000005400032|IMPERIAL||Emergencia|3|Alta Tecnologia En Limpieza||1472.64||
17370|WO0000005400075|MALL AVENTURA PLAZA SANTA ANITA||Variable|9|Cechriza||1633.5||
17372|WO0000005400072|MALL AVENTURA PLAZA SANTA ANITA||Variable|9|Cechriza||734.37||
17375|WO0000005399175|ICA|S4|Flat|48|Accenture||340|03402-072023|
17376|WO0000005399178|ICA|S4|Flat|48|Accenture||167.9|02999-072023|
17379|WO0000005399171|ICA|S4|Flat|48|Accenture||248.3|03009-072023|
17380|WO0000005399169|ICA|S4|Flat|48|Accenture||254|03010-072023|
17383|WO0000005399183|ICA||Variable|48|Accenture||394.2|04665-072023|
17384|WO0000005400030|PARCONA||Variable|48|Accenture||440|05217-072023|
17387|WO0000005405624|MALL AVENTURA PLAZA SANTA ANITA||Rechazado|39|Otros||||
17388|WO0000005403581|LOS DAMASCOS||Rechazado|39|Otros||||
17389|WO0000005405646|LUREN||Rechazado|39|Otros||||
17391|WO0000005405636|HUAYCAN|S3|Flat|48|Accenture||||
17397|WO0000005403751|SANTA ANITA|S3|Flat|48|Accenture||46.5||
17401|WO0000005405658|LA FONTANA|S4|Flat|48|Accenture||COSTO CERO||
17405|WO0000005405649|CHACLACAYO|S3|Flat|48|Accenture||||
17406|WO0000005405642|CHACLACAYO|S3|Flat|48|Accenture||||
17407|WO0000005403587|GRAU (LIMA)||Variable|40|Prosegur||COSTO CERO||
17412|WO0000005404381|CHOSICA||Variable|9|Cechriza||COSTO CERO||
17413|WO0000005405631|LA FONTANA|S4|Flat|48|Accenture||COSTO CERO||
17418|WO0000005405248|LA SALLE||Emergencia|42|Punto Control Ambiental||869.71||
17422|WO0000005405261|SANTA ANITA||Variable|9|Cechriza||409.46||
17429|WO0000005409247|ELIO||Rechazado|39|Otros||||
17430|WO0000005411089|NAZCA||Rechazado|39|Otros||||
17431|WO0000005410610|PARURO||Rechazado|39|Otros||||
17432|WO0000005410653|RAUL FERRERO|S4|Flat|48|Accenture||||
17434|WO0000005409992|LA PLANICIE|S4|Flat|48|Accenture||||
17435|WO0000005409984|LA PLANICIE|S4|Flat|48|Accenture||||
17436|WO0000005410656|RAUL FERRERO|S4|Flat|48|Accenture||||
17439|WO0000005409986|LA PLANICIE|S4|Flat|48|Accenture||||
17440|WO0000005409991|LA PLANICIE|S4|Flat|48|Accenture||||
17444|WO0000005411027|LA RAMBLA BRASIL|S4|Flat|48|Accenture||COSTO CERO||
17445|WO0000005409275|LA SALLE|S4|Flat|48|Accenture||COSTO CERO||
17446|WO0000005408708|MALL AVENTURA PLAZA SANTA ANITA||Rechazado|39|Otros||||
17448|WO0000005410607|MESA REDONDA|S4|Flat|48|Accenture||COSTO CERO||
17450|WO0000005408333|MOLICENTRO||Variable|48|Accenture||150|02998-072023|
17451|WO0000005409274|PISCO|Q2|Flat|48|Accenture||COSTO CERO||
17456|WO0000005409916|ELIO||Variable|48|Accenture||795|03216-072023|
17459|WO0000005409229|SANTA ANITA||Variable|9|Cechriza||325.56||
17460|WO0000005409227|SANTA ANITA||Variable|9|Cechriza||143.25||
17462|WO0000005409990|EL CARMEN||Variable|48|Accenture||120|04246-072023|
17464|WO0000005409990|EL CARMEN||Variable|40|Prosegur||COSTO CERO||
17468|WO0000005410609|LA FONTANA||Emergencia|42|Punto Control Ambiental||2552.86||
17478|WO0000005413830|MOLICENTRO||Rechazado|39|Otros||||
17484|WO0000005413874|CAILLOMA||Variable|40|Prosegur||COSTO CERO||
17488|WO0000005413873|CAILLOMA||Variable||||112.1||
17489|WO0000005414513|COLONIAL|S4|Flat|48|Accenture||||
17493|WO0000005415395|AYACUCHO|Q2|Flat|48|Accenture||||
17495|WO0000005414966|CHINCHA||Emergencia|3|Alta Tecnologia En Limpieza||3469.2||
17496|WO0000005415548|VITARTE|S3|Flat|48|Accenture||||
17500|WO0000005413851|VITARTE|S4|Flat|48|Accenture||100|03416-072023|
17501|WO0000005413858|ASIA||Variable|16|Coorporacion R&M||548.33000000000004||
17504|WO0000005414581|RAUL FERRERO||Variable|9|Cechriza||325.56||
17505|WO0000005414578|RAUL FERRERO||Variable|9|Cechriza||325.56||
17510|WO0000005413840|MUSA||Indeci|25|Indeci||||
17513|WO0000005413881|EL CARMEN||Variable|48|Accenture||1135|00513-082023|
17521|WO0000005419511|MESA REDONDA|S4|Flat|48|Accenture||||
17524|WO0000005419505|LA RAMBLA BRASIL|S4|Flat|48|Accenture||||
17525|WO0000005419504|LA SALLE|S4|Flat|48|Accenture||||
17526|WO0000005419501|LA SALLE|S4|Flat|48|Accenture||||
17527|WO0000005419506|MESA REDONDA|S4|Flat|48|Accenture||||
17529|WO0000005419510|MESA REDONDA|S4|Flat|48|Accenture||||
17531|WO0000005419513|MESA REDONDA|S4|Flat|48|Accenture||||
17532|WO0000005416764|EMANCIPACION||Variable|28|JGM Import||348.1||
17533|WO0000005419516|MESA REDONDA|S4|Flat|48|Accenture||||
17534|WO0000005419520|MESA REDONDA|S4|Flat|48|Accenture||||
17535|WO0000005419518|MESA REDONDA|S4|Flat|48|Accenture||||
17540|WO0000005418033|LAS VIÃ‘AS|S4|Flat|48|Accenture||COSTO CERO||
17543|WO0000005418022|PRIMAX MELGAREJO|S4|Flat|48|Accenture||COSTO CERO||
17564|WO0000005420705|HUAYCAN||Variable|40|Prosegur||2467.7600000000002||
17568|WO0000005423942|CHOSICA||Rechazado|39|Otros||||
17569|WO0000005423948|ALFONSO UGARTE||Rechazado|39|Otros||||
17573|WO0000005422088|ICA||Rechazado|39|Otros||||
17574|WO0000005422075|VENEZUELA||Rechazado|39|Otros||||
17575|WO0000005423223|SANTA ANITA|S4|Flat|48|Accenture||COSTO CERO||
17576|WO0000005423252|MESA REDONDA|S4|Flat|48|Accenture||31.35||
17578|WO0000005423227|LAS ALONDRAS|S4|Flat|48|Accenture||COSTO CERO||
17580|WO0000005421092|VITARTE||Variable|40|Prosegur||COSTO CERO||
17582|WO0000005421099|ALFONSO UGARTE||Variable|40|Prosegur||COSTO CERO||
17586|WO0000005424157|CONSTRUCTORES|S4|Flat|48|Accenture||||
17588|WO0000005423254|MESA REDONDA|S4|Flat|48|Accenture||20.9||
17589|WO0000005423255|MESA REDONDA|S4|Flat|48|Accenture||COSTO CERO||
17601|WO0000005423953|ALFONSO UGARTE|S4|Flat|48|Accenture||COSTO CERO||
17605|WO0000005424193|MOLICENTRO||Variable|48|Accenture||150|03632-072023|
17608|WO0000005423214|MARISCAL CACERES|Q2|Flat|48|Accenture||264|04212-072023|
17610|WO0000005424175|MARISCAL CACERES|Q2|Flat|48|Accenture||264|04178-072023|
17612|WO0000005424141|LA SALLE||Emergencia|20|Fari Services||1534||
17615|WO0000005422051|LA FONTANA||Emergencia|20|Fari Services||1870.3||
17630|WO0000005427575|LUREN||Rechazado|39|Otros||||
17631|WO0000005427539|EL QUINDE ICA||Rechazado|39|Otros||||
17635|WO0000005428190|MALA||Rechazado|39|Otros||||
17636|WO0000005426341|ALFONSO UGARTE||Rechazado|39|Otros||||
17637|WO0000005427534|ICA||Rechazado|39|Otros||||
17638|WO0000005427574|MESA REDONDA||Rechazado|39|Otros||||
17646|WO0000005428509|CHACLACAYO|S4|Flat|48|Accenture||COSTO CERO||
17648|WO0000005426345|ALFONSO UGARTE|S4|Flat|48|Accenture||190|03634-072023|
17655|WO0000005428140|HUAYCAN|S4|Flat|48|Accenture||33||
17662|WO0000005425878|LOS RUISEÃ‘ORES||Variable|9|Cechriza||COSTO CERO||
17663|WO0000005426319|ALFONSO UGARTE|S4|Flat|48|Accenture||||
17664|WO0000005425895|IMPERIAL||Variable|48|Accenture||955|03775-072023|
17665|WO0000005425877|LOS RUISEÃ‘ORES|S4|Flat|48|Accenture||142||
17666|WO0000005426326|ALFONSO UGARTE||Variable|16|Coorporacion R&M||COSTO CERO||
17668|WO0000005427533|ICA|S4|Flat|48|Accenture||100|03782-072023|
17669|WO0000005428107|LOS RUISEÃ‘ORES|S4|Flat|48|Accenture||46.5||
17672|WO0000005426351|GRAU (LIMA)||Variable|53|Trazaidea||807.71||
17675|WO0000005428186|MALA|Q2|Flat|48|Accenture||250|04296-072023|
17676|WO0000005427526|IMPERIAL|Q2|Flat|48|Accenture||105|04464-072023|
17679|WO0000005426821|COLONIAL|S4|Flat|48|Accenture||COSTO CERO||
17680|WO0000005428581|ALFONSO UGARTE|S4|Flat|48|Accenture||872.8||
17681|WO0000005427561|EL CARMEN||Emergencia|3|Alta Tecnologia En Limpieza||2208.96||
17682|WO0000005427538|PARURO||Emergencia|42|Punto Control Ambiental||352.65||
17696|WO0000005431741|ELIO||Rechazado|39|Otros||||
17702|WO0000005430854|HUAYCAN|S4|Flat|48|Accenture||COSTO CERO||
17704|WO0000005430857|HUAYCAN|S4|Flat|48|Accenture||COSTO CERO||
17705|WO0000005430846|RAUL FERRERO|S4|Flat|48|Accenture||||
17706|WO0000005430843|RAUL FERRERO|S4|Flat|48|Accenture||||
17707|WO0000005430841|RAUL FERRERO|S4|Flat|48|Accenture||||
17708|WO0000005430850|RAUL FERRERO|S4|Flat|48|Accenture||||
17710|WO0000005430853|HUAYCAN|S4|Flat|48|Accenture||COSTO CERO||
17711|WO0000005430852|HUAYCAN|S4|Flat|48|Accenture||COSTO CERO||
17713|WO0000005430858|PRIMAX MELGAREJO||Variable|40|Prosegur||COSTO CERO||
17716|WO0000005430840|IMPERIAL||Variable|40|Prosegur||COSTO CERO||
17717|WO0000005430495|CHINCHA|Q2|Flat|48|Accenture||195|04491-072023|
17719|WO0000005430422|CHINCHA|Q2|Flat|48|Accenture||265|01141-092023|
17720|WO0000005431739|MALA||Variable|48|Accenture||1145|04272-072023|
17722|WO0000005430486|CHINCHA|Q2|Flat|48|Accenture||200|04510-072023|
17723|WO0000005430458|HUAYCAN|S4|Flat|48|Accenture||7.2||
17724|WO0000005430443|PISCO||Variable|48|Accenture||740|04673-072023|
17730|WO0000005431263|LUREN||Emergencia|3|Alta Tecnologia En Limpieza||1224.8399999999999||
17738|WO0000005430457|HUAYCAN||Variable|16|Coorporacion R&M||3006.07||
17739|WO0000005435276|CAÃ‘ETE||Rechazado|39|Otros||||
17742|WO0000005436055|MOLICENTRO||Rechazado|39|Otros||||
17743|WO0000005436070|HUAYCAN||Rechazado|39|Otros||||
17745|WO0000005435775|LA PLANICIE||Rechazado|39|Otros||||
17747|WO0000005436054|LA FONTANA||Rechazado|39|Otros||||
17748|WO0000005435215|ALFONSO UGARTE|S4|Flat|48|Accenture||COSTO CERO||
17749|WO0000005434773|LA RAMBLA BRASIL|S4|Flat|48|Accenture||COSTO CERO||
17750|WO0000005434778|LOS DAMASCOS|S4|Flat|48|Accenture||18||
17751|WO0000005435218|ALFONSO UGARTE|S4|Flat|48|Accenture||||
17761|WO0000005435219|ALFONSO UGARTE|S4|Flat|48|Accenture||||
17762|WO0000005435216|ALFONSO UGARTE|S4|Flat|48|Accenture||||
17764|WO0000005435222|ALFONSO UGARTE|S4|Flat|48|Accenture||||
17766|WO0000005434215|EMANCIPACION|S4|Flat|48|Accenture||||
17768|WO0000005433166|MALL AVENTURA PLAZA SANTA ANITA||Variable|28|JGM Import||277.3||
17770|WO0000005436013|CENTRO CIVICO|S4|Flat|48|Accenture||COSTO CERO||
17771|WO0000005435769|CENTRO CIVICO|S4|Flat|48|Accenture||COSTO CERO||
17772|WO0000005434240|EMANCIPACION|S4|Flat|48|Accenture||COSTO CERO||
17773|WO0000005434744|VENEZUELA|S4|Flat|48|Accenture||9.6||
17774|WO0000005435778|HUAYCAN||Variable|40|Prosegur||COSTO CERO||
17776|WO0000005435765|HUAYCAN||Variable|40|Prosegur||449.84||
17778|WO0000005434269|AYACUCHO||Variable|48|Accenture||148.5|04253-072023|
17781|WO0000005434225|MALL AVENTURA PLAZA SANTA ANITA|S4|Flat|48|Accenture||28.4||
17783|WO0000005433632|VITARTE|S4|Flat|48|Accenture||94.5||
17784|WO0000005433476|LOS DAMASCOS||Rechazado|39|Otros||||
17788|WO0000005434701|ICA|Q2|Flat|48|Accenture||50|04956-072023|
