AtencionID|Numero Ticket|Agencia|Semana Visita|Tipo Atencion|ProveedorID|Proveedor|Unidades|Costo Atencion|Numero OS/OC|Codigo Conformidad
17559|WO0000005418019|EDUARDO DE HABICH||Variable|36|MR Express||94.4||
17560|WO0000005418019|EDUARDO DE HABICH||Variable|16|Coorporacion R&M||768.37||
17563|WO0000005418427|METRO AV. WIESSE||Variable|48|Accenture||972.7|02752-082023|
17565|WO0000005420486|ZARATE||Variable|48|Accenture||337.01|03209-072023|
17567|WO0000005423919|PUENTE PIEDRA|s4|Flat|48|Accenture||||
17571|WO0000005422070|TARAPACA||Variable|23|Goicochea Madileydy||||
17572|WO0000005424163|PERU||Variable|48|Accenture||||
17577|WO0000005423211|LA ENSENADA|s4|Flat|48|Accenture||||
17579|WO0000005421089|LAS MALVINAS||Variable|40|Prosegur||||
17581|WO0000005423965|PRO|S4|Flat|48|Accenture||||
17583|WO0000005423969|PRO|S4|Flat|48|Accenture||||
17584|WO0000005423982|UNIPLAZA|S4|Flat|48|Accenture||||
17585|WO0000005423979|UNIPLAZA|S4|Flat|48|Accenture||||
17587|WO0000005421093|NACIONES UNIDAS||Variable|40|Prosegur||||
17590|WO0000005424121|BELAUNDE|S4|Flat|48|Accenture||SIN COSTO||
17594|WO0000005422630|TUPAC AMARU|s4|Flat|48|Accenture||||
17595|WO0000005422634|TUPAC AMARU|s4|Flat|48|Accenture||||
17596|WO0000005423208|LA ENSENADA|s4|Flat|48|Accenture||||
17597|WO0000005422628|TUPAC AMARU|s4|Flat|48|Accenture||||
17600|WO0000005423210|LA ENSENADA|s4|Flat|48|Accenture||||
17603|WO0000005422644|EL PINO||Variable|28|JGM Import||135.69999999999999||
17604|WO0000005424821|UNIPLAZA|s4|Flat|48|Accenture||145|03412-072023|
17606|WO0000005424815|UNIPLAZA|s4|Flat|48|Accenture||88|03406-072023|
17607|WO0000005424818|UNIPLAZA|s4|Flat|48|Accenture||90|03407-072023|
17609|WO0000005422609|C.B. FIORI||Variable|16|Coorporacion R&M||242.01||
17616|WO0000005422694|PROCERES||Variable|9|Cechriza||105.73||
17618|WO0000005422060|TARAPACA||Variable|36|MR Express||63.72||
17619|WO0000005422060|TARAPACA|S4|Flat|48|Accenture||510|04661-072023|
17620|WO0000005423946|EDUARDO DE HABICH||Emergencia|42|Punto Control Ambiental||717.44||
17621|WO0000005423956|TUPAC AMARU||Emergencia|42|Punto Control Ambiental||1382.96||
17622|WO0000005423949|ANGELICA GAMARRA||Emergencia|42|Punto Control Ambiental||973.19||
17632|WO0000005425888|PERU||Variable|9|Cechriza||||
17633|WO0000005427068|MINI AGENCIA BCP SALAMANCA||Variable|16|Coorporacion R&M||||
17634|WO0000005425892|PERU||Flat|48|Accenture||||
17639|WO0000005427500|ZARATE|S4|Flat|48|Accenture||||
17640|WO0000005427506|ZARATE|S4|Flat|48|Accenture||SIN COSTO||
17641|WO0000005427502|ZARATE|S4|Flat|48|Accenture||SIN COSTO||
17642|WO0000005427509|ZARATE|S4|Flat|48|Accenture||||
17643|WO0000005427503|ZARATE|S4|Flat|48|Accenture||SIN COSTO||
17644|WO0000005427508|ZARATE|S4|Flat|48|Accenture||SIN COSTO||
17645|WO0000005426815|ZARATE|S4|Flat|48|Accenture||||
17647|WO0000005425884|UNIPLAZA||Variable|16|Coorporacion R&M||209.56||
17649|WO0000005426800|SAN JUAN DE LURIGANCHO|S4|Flat|48|Accenture||||
17650|WO0000005427033|PROCERES|S4|Flat|48|Accenture||||
17651|WO0000005427066|METRO AV. WIESSE|S4|Flat|48|Accenture||SIN COSTO||
17652|WO0000005428592|NAYLAMP|S4|Flat|48|Accenture||SIN COSTO||
17653|WO0000005427063|METRO AV. WIESSE|S4|Flat|48|Accenture||SIN COSTO||
17658|WO0000005427017|NARANJAL||Variable|16|Coorporacion R&M||54.28||
17661|WO0000005425893|EDUARDO DE HABICH||Variable|9|Cechriza||||
17667|WO0000005427593|LAS MALVINAS|S4|Flat|48|Accenture||275|03628-072023|
17670|WO0000005425899|EDUARDO DE HABICH|S4|Flat|48|Accenture||SIN COSTO||
17671|WO0000005426318|URB SAN FELIPE COMAS|s4|Flat|48|Accenture||||
17673|WO0000005427026|TARAPACA|S4|Flat|48|Accenture||||
17674|WO0000005427521|EDUARDO DE HABICH||Variable|9|Cechriza||59||
17677|WO0000005427075|CANTO GRANDE|S4|Flat|48|Accenture||290|03637-072023|
17678|WO0000005426315|URB SAN FELIPE COMAS||Variable|9|Cechriza||245.91||
17683|WO0000005428143|MENDIOLA||Variable|16|Coorporacion R&M||430.22||
17684|WO0000005426809|TOPY TOP|S4|Flat|48|Accenture||363|05029-072023|
17686|WO0000005427527|ZARATE||Variable|16|Coorporacion R&M||791.21||
17693|WO0000005428911|SANTO DOMINGO||Emergencia|42|Punto Control Ambiental||851.96||
17694|WO0000005427528|EDUARDO DE HABICH||Variable|16|Coorporacion R&M||1729.47||
17695|WO0000005427528|EDUARDO DE HABICH||Variable|16|Coorporacion R&M||162.84||
17697|WO0000005431746|CANTO GRANDE||Variable|48|Accenture||||
17698|WO0000005430835|TUPAC AMARU||Variable|9|Cechriza||||
17699|WO0000005430404|ANGELICA GAMARRA||Variable|9|Cechriza||||
17700|WO0000005431218|EL AGUSTINO|s1|Flat|48|Accenture||SIN COSTO||
17701|WO0000005431214|EL AGUSTINO|s1|Flat|48|Accenture||||
17703|WO0000005431219|NICOLAS AYLLON|s1|Flat|48|Accenture||||
17709|WO0000005430492|MERCADO DE FRUTAS|s1|Flat|48|Accenture||||
17714|WO0000005430402|EL PINO|s1|Flat|48|Accenture||||
17715|WO0000005430444|ANGELICA GAMARRA||Variable|9|Cechriza||COSTO CERO||
17731|WO0000005431278|METRO AV. WIESSE|S4|Flat|48|Accenture||140|05157-072023|
17733|WO0000005431289|PROCERES|S4|Flat|48|Accenture||816|04706-072023|PENDIENTE
17734|WO0000005429768|LAS MALVINAS|s1|Variable|36|MR Express||11.8||
17735|WO0000005429768|LAS MALVINAS|s1|Flat|48|Accenture||585|04270-072023|
17736|WO0000005432239|CAQUETA||Emergencia|42|Punto Control Ambiental||701.49||
17737|WO0000005432241|MEGA PLAZA||Emergencia|42|Punto Control Ambiental||932.9||
17740|WO0000005433181|PLAZA CIVICA VENTANILLA||Flat|48|Accenture||||
17741|WO0000005434758|PROCERES||Flat|48|Accenture||||
17752|WO0000005435266|NARANJAL|s1|Flat|48|Accenture||||
17753|WO0000005435267|NARANJAL|s1|Flat|48|Accenture||||
17754|WO0000005434265|LAS MALVINAS||Variable|40|Prosegur||COSTO CERO||
17755|WO0000005435262|NARANJAL|s1|Flat|48|Accenture||||
17756|WO0000005435274|NARANJAL|s1|Flat|48|Accenture||||
17757|WO0000005435275|NARANJAL|s1|Flat|48|Accenture||||
17758|WO0000005435268|NARANJAL|s1|Flat|48|Accenture||||
17759|WO0000005435271|NARANJAL|s1|Flat|48|Accenture||||
17760|WO0000005435261|NARANJAL|s1|Flat|48|Accenture||||
17763|WO0000005434284|EDUARDO DE HABICH|s1|Flat|48|Accenture||||
17765|WO0000005434286|EDUARDO DE HABICH|s1|Flat|48|Accenture||SIN COSTO||
17767|WO0000005434289|EDUARDO DE HABICH|s1|Flat|48|Accenture||SIN COSTO||
17775|WO0000005434205|PLAZA UNION|S1|Flat|48|Accenture||105|04293-072023|
17777|WO0000005433159|BELAUNDE|s4|Flat|48|Accenture||||
17779|WO0000005434288|URB SAN FELIPE COMAS||Variable|9|Cechriza||||
17780|WO0000005434748|PROCERES||Variable|23|Goicochea Madileydy||76.7||
17782|WO0000005436386|C.B. FIORI||Variable|48|Accenture||274.89|00726-082023|
17785|WO0000005434755|PROCERES|s4|Flat|48|Accenture||||
17786|WO0000005435255|PROCERES|s4|Flat|48|Accenture||SIN COSTO||
17787|WO0000005434768|PROCERES|s4|Flat|48|Accenture||SIN COSTO||
17789|WO0000005433672|INDEPENDENCIA (LIMA)|S1|Flat|48|Accenture||SIN COSTO||
17790|WO0000005435251|UNIPLAZA|S1|Flat|48|Accenture||156|04294-072023|
17791|WO0000005433184|UNIPLAZA|s1|Flat|48|Accenture||155|04288-072023|
17795|WO0000005434796|PERU||Variable|9|Cechriza||120.07||
17800|WO0000005434239|PERU||Variable|16|Coorporacion R&M||726.65||
17801|WO0000005434742|PLAZA CIVICA VENTANILLA||Variable|9|Cechriza||444.51||
17805|WO0000005433165|UNIPLAZA||Variable|16|Coorporacion R&M||854.34||
17810|WO0000005438709|CAQUETA||Variable|15|Control de Grupos Electrogenos||||
17817|WO0000005438724|PUENTE PIEDRA|S1|Flat|48|Accenture||||
17820|WO0000005438725|PUENTE PIEDRA|S1|Flat|48|Accenture||||
17823|WO0000005438726|SANTO DOMINGO|S1|Flat|48|Accenture||||
17826|WO0000005437053|MENDIOLA||Variable|40|Prosegur||||
17827|WO0000005438715|PUENTE PIEDRA|S1|Flat|48|Accenture||||
17828|WO0000005437659|CANTO GRANDE||Variable|27|J&M Contratistas||343.62||
17835|WO0000005437615|EDUARDO DE HABICH||Variable|9|Cechriza||59||
17839|WO0000005439626|SAN MARTIN DE PORRES|s1|Flat|48|Accenture||156|04280-072023|
17840|WO0000005439622|SAN MARTIN DE PORRES|s1|Flat|48|Accenture||100|04281-072023|
17842|WO0000005439172|MEGA PLAZA|s1|Flat|48|Accenture||240|04276-072023|
17843|WO0000005438205|SAN JUAN DE LURIGANCHO||Variable|48|Accenture||158.59|05091-072023|
17852|WO0000005437670|PUENTE PIEDRA||Variable|16|Coorporacion R&M||1530.64||
17854|WO0000005438700|PROCERES||Variable|5|Ascensor Solutions||||
17858|WO0000005439197|CHIMPU OCLLO||Variable|16|Coorporacion R&M||363.34||
17859|WO0000005437687|SAN MARTIN DE PORRES||Emergencia|42|Punto Control Ambiental||665.52||
17860|WO0000005437142|BELAUNDE||Variable|16|Coorporacion R&M||394.26||
17862|WO0000005441365|BELAUNDE||Variable|40|Prosegur||||
17863|WO0000005441351|EL AGUSTINO|s1|Flat|48|Accenture||||
17864|WO0000005441371|BELAUNDE||Variable|40|Prosegur||627.76||
17865|WO0000005441371|BELAUNDE|S1|Controlador|48|Accenture||120|01020-082023|
17866|WO0000005441350|EL AGUSTINO|S1|Flat|48|Accenture||322.19|04761-072023|
17867|WO0000005441368|CHIMPU OCLLO||Variable|40|Prosegur||||
17869|WO0000005441355|C.B. FIORI||Emergencia|42|Punto Control Ambiental||1486.8||
17871|WO0000005441356|TOPY TOP||Emergencia|42|Punto Control Ambiental||193.52||
17872|WO0000005442120|ANGELICA GAMARRA||Variable|32|Limtek||COSTO CERO||
17874|WO0000005442512|PLAZA CIVICA VENTANILLA||Variable|9|Cechriza||||
17878|WO0000005443069|LA ENSENADA|S1|Flat|48|Accenture||SIN COSTO||
17879|WO0000005443679|BELAUNDE|S1|Flat|48|Accenture||||
17880|WO0000005443069|LA ENSENADA||Variable|36|MR Express||35.4||
17881|WO0000005442538|EL SOL||Variable|16|Coorporacion R&M||209.56||
17892|WO0000005442518|PUENTE PIEDRA|S1|Flat|48|Accenture||||
17895|WO0000005442525|EL PINO|S1|Flat|48|Accenture||477.9|04762-072023|
17899|WO0000005443650|METRO AV. WIESSE|S1|Flat|48|Accenture||290|05166-072023|
17907|WO0000005442559|EL AGUSTINO||Variable|48|Accenture||-|04691-072023|
17908|WO0000005443686|SAN JUAN DE LURIGANCHO||Variable|48|Accenture||581.5|04686-072023|
17909|WO0000005444743|QUILCA||Variable|48|Accenture||676.66|00311-082023|
17915|WO0000005444287|ROSA TORO||Variable|16|Coorporacion R&M||328.06||
17916|WO0000005444212|PLAZA CIVICA VENTANILLA|S1|Flat|48|Accenture||144.9|00836-082023|
17923|WO0000005445292|MENDIOLA||Variable|40|Prosegur||||
17930|WO0000005448283|ROSA TORO||Variable|23|Goicochea Madileydy||||
17934|WO0000005448277|ROSA TORO||Flat|48|Accenture||||
17935|WO0000005446941|PROCERES||Flat|48|Accenture||||
17945|WO0000005446151|PUENTE PIEDRA||Variable|16|Coorporacion R&M||||
17948|WO0000005446197|ROSA TORO||Variable|23|Goicochea Madileydy||112.1||
17951|WO0000005445752|PROCERES||Variable|48|Accenture||272.25|05093-072023|
17952|WO0000005447794|LAS MALVINAS|S1|Flat|48|Accenture||||
17953|WO0000005447305|PROCERES|s1|Flat|48|Accenture||140|04756-072023|
17954|WO0000005448724|COLLIQUE||Variable|36|MR Express||47.2||
17955|WO0000005448723|COLLIQUE||Variable|36|MR Express||141.6||
17956|WO0000005448726|IZAGUIRRE||Variable|36|MR Express||129.80000000000001||
17958|WO0000005448727|IZAGUIRRE||Variable|36|MR Express||35.4||
17960|WO0000005448722|COLLIQUE||Variable|45|Servicios Generales 2D&S||988.23||
17961|WO0000005446936|PUENTE PIEDRA||Variable|16|Coorporacion R&M||311.47000000000003||
17962|WO0000005445738|CAQUETA||Variable|48|Accenture||66.08|05205-072023|
17963|WO0000005446976|PLAZA CIVICA VENTANILLA||Variable|48|Accenture||52.86||
17969|WO0000005446156|NAYLAMP||Emergencia|42|Punto Control Ambiental||2419||
17970|WO0000005446160|BELAUNDE||Emergencia|42|Punto Control Ambiental||826||
17971|WO0000005448289|ROSA TORO||Variable|23|Goicochea Madileydy||76.7||
17980|WO0000005451654|TUSILAGOS||Variable|9|Cechriza||||
17981|WO0000005451653|TUSILAGOS||Flat|19|Extintores G&S||||
17985|WO0000005450273|CANTO GRANDE|S1|Flat|48|Accenture||SIN COSTO||
17986|WO0000005450268|CANTO GRANDE|S1|Flat|48|Accenture||SIN COSTO||
17987|WO0000005450271|CANTO GRANDE|S1|Flat|48|Accenture||SIN COSTO||
17990|WO0000005451137|ROSA TORO|s1|Flat|48|Accenture||80|00042-082023|
17992|WO0000005450288|SAN MARTIN DE PORRES|s1|Flat|48|Accenture||97|05214-072023|
17993|WO0000005451173|QUILCA||Variable|40|Prosegur||||
17994|WO0000005450068|MINI AGENCIA BCP SALAMANCA||Variable|28|JGM Import||212.4||
17997|WO0000005449290|EL SOL|S1|Flat|48|Accenture||100|04946-072023|
17998|WO0000005449293|BELAUNDE||Variable|16|Coorporacion R&M||||
18003|WO0000005449786|CHIMPU OCLLO||Variable|9|Cechriza||59||
18004|WO0000005450045|CHIMPU OCLLO|S1|Flat|48|Accenture||129.5|00300-082023|
18009|WO0000005451697|CANTO GRANDE|S1|Flat|48|Accenture||176|00043-082023|
18010|WO0000005452113|EL SOL|S1|Flat|48|Accenture||||
18011|WO0000005451663|TUSILAGOS|S1|Flat|48|Accenture||122|00301-082023|
18012|WO0000005450747|LOS ALISOS||Variable|40|Prosegur||||
18013|WO0000005450789|ROSA TORO|S1|Flat|48|Accenture||SIN COSTO||
18014|WO0000005451141|ROSA TORO|S1|Flat|48|Accenture||||
18015|WO0000005449707|MERCADO DE FRUTAS|S1|Flat|48|Accenture||251|00497-082023|
18016|WO0000005450789|ROSA TORO||Variable|36|MR Express||35.4||
18019|WO0000005450031|ZARATE|s1|Flat|48|Accenture||323.4|05211-072023|
18020|WO0000005451149|NARANJAL||Variable|16|Coorporacion R&M||638.15||
18021|WO0000005451661|TUSILAGOS|S1|Flat|48|Accenture||173.9|00846-082023|
18025|WO0000005451140|PERU|s1|Flat|48|Accenture||474.4|00855-082023|
18026|WO0000005451659|TUSILAGOS||Variable|48|Accenture||358.18|00841-082023|
18032|WO0000005455614|SAN MARTIN DE PORRES||Flat|48|Accenture||||
18035|WO0000005455613|SAN MARTIN DE PORRES||Variable|9|Cechriza||||
18037|WO0000005453733|CAQUETA|S1|Flat|48|Accenture||||
18038|WO0000005453734|CAQUETA|S1|Flat|48|Accenture||||
18039|WO0000005454161|CHIMPU OCLLO|S1|Flat|48|Accenture||||
18040|WO0000005453735|CAQUETA|S1|Flat|48|Accenture||||
18041|WO0000005453732|CAQUETA|S1|Flat|48|Accenture||||
18042|WO0000005452920|UNIPLAZA|S1|Flat|48|Accenture||||
18044|WO0000005452937|TUSILAGOS||Variable|9|Cechriza||||
18047|WO0000005455240|EL PINO|S1|Flat|48|Accenture||||
18048|WO0000005452945|ANGELICA GAMARRA|S1|Flat|48|Accenture||100|00309-082023|
18050|WO0000005455274|TUPAC AMARU|s2|Flat|48|Accenture||170|00320-082023|
18052|WO0000005452947|ANGELICA GAMARRA|S1|Flat|48|Accenture||SIN COSTO||
18053|WO0000005455283|COLLIQUE||Variable|23|Goicochea Madileydy||283.2||
18054|WO0000005454117|COLLIQUE||Variable|40|Prosegur||420.91||
18056|WO0000005453739|PLAZA CIVICA VENTANILLA|s1|Flat|48|Accenture||SIN COSTO||
18057|WO0000005453739|PLAZA CIVICA VENTANILLA||Variable|36|MR Express||29.5||
18059|WO0000005455214|C.B. FIORI|S1|Flat|48|Accenture||300|00046-082023|
18061|WO0000005453738|TUSILAGOS||Emergencia|42|Punto Control Ambiental||1128.08||
18062|WO0000005453736|MEGA PLAZA||Emergencia|42|Punto Control Ambiental||932.2||
18063|WO0000005455610|SAN MARTIN DE PORRES||Variable|36|MR Express||35.4||
18065|WO0000005455610|SAN MARTIN DE PORRES|S1|Flat|48|Accenture||SIN COSTO||
18068|WO0000005458248|PUNTO BCP TOTTUS CAMPOY||Variable|48|Accenture||277.52999999999997|00299-082023|
18070|WO0000005455675|EL AGUSTINO||Variable|40|Prosegur||||
18080|WO0000005461581|PERU||Flat|48|Accenture||||
18082|WO0000005460256|MEGA PLAZA||Emergencia|42|Punto Control Ambiental||||
18083|WO0000005462061|SANTO DOMINGO||Variable|9|Cechriza||||
18085|WO0000005460257|TUSILAGOS||Emergencia|42|Punto Control Ambiental||||
18088|WO0000005460618|UNIPLAZA|S2|Flat|48|Accenture||||
18089|WO0000005460619|UNIPLAZA|S2|Flat|48|Accenture||||
18090|WO0000005460638|VILLA SOL|S2|Flat|48|Accenture||||
18091|WO0000005461550|BELAUNDE|S2|Flat|48|Accenture||||
18092|WO0000005460640|VILLA SOL|S2|Flat|48|Accenture||||
18093|WO0000005460620|PRO|S2|Flat|48|Accenture||||
18094|WO0000005460629|VILLA SOL|S2|Flat|48|Accenture||||
18095|WO0000005460631|VILLA SOL|S2|Flat|48|Accenture||||
18096|WO0000005460627|VILLA SOL|S2|Flat|48|Accenture||||
18097|WO0000005460621|PRO|S2|Flat|48|Accenture||||
18098|WO0000005460625|VILLA SOL|S2|Flat|48|Accenture||||
18109|WO0000005461066|TUSILAGOS|s2|Variable|36|MR Express||141.6||
18110|WO0000005462058|SANTO DOMINGO||Variable|16|Coorporacion R&M||||
18113|WO0000005461066|TUSILAGOS|s2|Flat|48|Accenture||||
18114|WO0000005459199|CAQUETA||Variable|40|Prosegur||402.01||
18116|WO0000005462016|ZARATE||Variable|48|Accenture||876.35||
18118|WO0000005459779|TUPAC AMARU|s2|Flat|48|Accenture||270|00308-082023|
18124|WO0000005460272|EL AGUSTINO||Emergencia|42|Punto Control Ambiental||333.47||
18125|WO0000005460277|EL SOL||Emergencia|42|Punto Control Ambiental||1738.12||
18126|WO0000005460269|MERCADO DE FRUTAS||Emergencia|42|Punto Control Ambiental||368.16||
18127|WO0000005460261|PLAZA UNION||Emergencia|42|Punto Control Ambiental||300.43||
18128|WO0000005460263|VILLA SOL||Emergencia|42|Punto Control Ambiental||303.14999999999998||
18131|WO0000005460266|BELAUNDE||Emergencia|42|Punto Control Ambiental||335.12||
18132|WO0000005459767|TUSILAGOS||Variable|9|Cechriza||59||
18134|WO0000005460241|UNIPLAZA||Variable|48|Accenture||52.86||
18136|WO0000005461004|CAQUETA||Variable|16|Coorporacion R&M||2180.46||
18146|WO0000005465540|QUILCA||Flat|48|Accenture||||
18148|WO0000005464769|METRO AV. WIESSE||Variable|28|JGM Import||112.1||
18149|WO0000005465592|NAYLAMP|S2|Flat|48|Accenture||SIN COSTO||
18150|WO0000005465594|NAYLAMP|S2|Flat|48|Accenture||||
18151|WO0000005465596|NAYLAMP|S2|Flat|48|Accenture||SIN COSTO||
18152|WO0000005463807|MEGA PLAZA||Variable|16|Coorporacion R&M||||
18153|WO0000005465149|MEGA PLAZA 2|S1|Flat|48|Accenture||450|00507-082023|
18154|WO0000005465597|ZARATE|S2|Flat|48|Accenture||||
18155|WO0000005465142|EL SOL||Variable|28|JGM Import||112.1||
18157|WO0000005463493|TARAPACA|S1|Flat|48|Accenture||173|00501-082023|
18158|WO0000005463875|PLAZA UNION||Variable|48|Accenture||317.18|00847-082023|
18160|WO0000005465152|PERU||Variable|48|Accenture||158.59|00725-082023|
18161|WO0000005463875|PLAZA UNION||Variable|36|MR Express||42.48||
18163|WO0000005464762|METRO AV. WIESSE|S2|Flat|48|Accenture||-|00840-082023|
18165|WO0000005465547|ANGELICA GAMARRA|S1|Flat|48|Accenture||SIN COSTO||
18166|WO0000005464771|EDUARDO DE HABICH||Variable|48|Accenture||277.54000000000002|00721-082023|
18168|WO0000005463800|MEGA PLAZA||Variable|9|Cechriza||59||
18171|WO0000005465166|TARAPACA|S1|Flat|48|Accenture||275|01022-082023|
18172|WO0000005464766|METRO AV. WIESSE|S2|Flat|48|Accenture||212.4|00854-082023|
18181|WO0000005466539|PERU||Variable|36|MR Express||118||
18185|WO0000005463472|C.C. MULTIPLAZA||Emergencia|42|Punto Control Ambiental||964.66||
18188|WO0000005466538|UNIPLAZA||Variable|16|Coorporacion R&M||3432.03||
18192|WO0000005469617|PUENTE PIEDRA||Flat|48|Accenture||||
18193|WO0000005469620|PUENTE PIEDRA||Flat|48|Accenture||||
18195|WO0000005470039|MEGA PLAZA||Flat|48|Accenture||||
18196|WO0000005469641|C.C. MULTIPLAZA||Flat|48|Accenture||||
18198|WO0000005469292|NICOLAS AYLLON|S2|Flat|48|Accenture||||
18202|WO0000005469286|MERCADO DE FRUTAS|S2|Flat|48|Accenture||SIN COSTO||
18205|WO0000005469291|NICOLAS AYLLON|S2|Flat|48|Accenture||||
18208|WO0000005468731|ROSA TORO|S2|Flat|48|Accenture||||
18210|WO0000005468717|ROSA TORO|S2|Flat|48|Accenture||||
18216|WO0000005469285|MERCADO DE FRUTAS|S2|Flat|48|Accenture||||
18220|WO0000005468718|ROSA TORO|S2|Flat|48|Accenture||||
18223|WO0000005470004|INDEPENDENCIA (LIMA)||Variable|23|Goicochea Madileydy||318.60000000000002||
18225|WO0000005467698|NAYLAMP||Variable|9|Cechriza||59||
18227|WO0000005467663|TARAPACA||Variable|9|Cechriza||59||
18233|WO0000005469221|ZARATE|s2|Flat|48|Accenture||SIN COSTO||
18236|WO0000005467695|NAYLAMP||Variable|9|Cechriza||120.07||
18237|WO0000005469637|ROSA TORO|S2|Flat|48|Accenture||783.85|01261-082023|
18238|WO0000005467694|NAYLAMP||Variable|9|Cechriza||120.07||
18239|WO0000005470050|PUENTE PIEDRA||Variable|9|Cechriza||2119.4||
18240|WO0000005470053|PUENTE PIEDRA||Variable|9|Cechriza||563.13||
18241|WO0000005470005|METRO AV. WIESSE|s2|Flat|48|Accenture||||
18249|WO0000005472097|ZARATE||Variable|9|Cechriza||||
18250|WO0000005473250|SAN MARTIN DE PORRES||Flat|48|Accenture||||
18251|WO0000005472914|TARAPACA||Variable|9|Cechriza||||
18252|WO0000005472946|INDEPENDENCIA (LIMA)||Flat|48|Accenture||||
18253|WO0000005472461|PLAZA LIMA NORTE|S2|Flat|48|Accenture||||
18254|WO0000005471231|LAS MALVINAS||Variable|40|Prosegur||||
18255|WO0000005472487|C.C. MULTIPLAZA|S2|Flat|48|Accenture||SIN COSTO||
18257|WO0000005472489|C.C. MULTIPLAZA|S2|Flat|48|Accenture||||
18258|WO0000005472484|C.C. MULTIPLAZA|S2|Flat|48|Accenture||||
18259|WO0000005472486|C.C. MULTIPLAZA|S2|Flat|48|Accenture||SIN COSTO||
18260|WO0000005471659|NARANJAL|S2|Flat|48|Accenture||||
18261|WO0000005473402|LOS ALISOS|S2|Flat|48|Accenture||SIN COSTO||
18262|WO0000005472498|ROSA TORO||Variable|48|Accenture||257.70999999999998||
18263|WO0000005472963|PUENTE PIEDRA|S2|Flat|48|Accenture||||
18264|WO0000005472057|ANGELICA GAMARRA||Variable|16|Coorporacion R&M||||
18265|WO0000005472904|EDUARDO DE HABICH||Variable|16|Coorporacion R&M||347.9||
18266|WO0000005472059|COLLIQUE|S2|Flat|48|Accenture||||
18267|WO0000005473459|MENDIOLA||Variable|40|Prosegur||||
18268|WO0000005472956|PUENTE PIEDRA|S2|Flat|48|Accenture||||
18269|WO0000005472083|PLAZA UNION||Variable|28|JGM Import||135.69999999999999||
18270|WO0000005473987|LAS MALVINAS|s1|Flat|48|Accenture||||
18271|WO0000005473987|LAS MALVINAS||Variable|36|MR Express||28.32||
18272|WO0000005472471|NARANJAL|S2|Flat|48|Accenture||140|02088-082023|
18274|WO0000005473484|SAN MARTIN DE PORRES|S2|Flat|48|Accenture||||
18275|WO0000005472459|EL PINO||Variable|16|Coorporacion R&M||350.46||
18276|WO0000005473937|PLAZA LIMA NORTE|s2|Flat|48|Accenture||165|01669-082023|
18277|WO0000005472443|SAN MARTIN DE PORRES|s2|Flat|48|Accenture||589|01036-082023|
18284|WO0000005472499|ZARATE||Variable|9|Cechriza||59||
18286|WO0000005473999|PLAZA LIMA NORTE|S2|Flat|48|Accenture||||
18288|WO0000005473986|LAS MALVINAS||Variable|9|Cechriza||59||
18289|WO0000005473486|PLAZA CIVICA VENTANILLA||Variable|27|J&M Contratistas||105.73||
18290|WO0000005473908|PLAZA LIMA NORTE|s2|Flat|48|Accenture||429|02410-082023|
18296|WO0000005473480|MEGA PLAZA||Emergencia|42|Punto Control Ambiental||932.2||
18304|WO0000005475743|EL PINO||Variable|9|Cechriza||||
18305|WO0000005476144|SAN MARTIN DE PORRES||Variable|9|Cechriza||||
18308|WO0000005475700|EL PINO||Flat|48|Accenture||||
18310|WO0000005475740|PLAZA CIVICA VENTANILLA||Variable|36|MR Express||SIN COSTO||
18311|WO0000005475740|PLAZA CIVICA VENTANILLA|S2|Flat|48|Accenture||||
18312|WO0000005476601|EL PROGRESO|s2|Flat|48|Accenture||||
18313|WO0000005475787|COLLIQUE|S2|Flat|48|Accenture||||
18314|WO0000005476600|EL PROGRESO|s2|Flat|48|Accenture||||
18315|WO0000005476137|SANTO DOMINGO|S2|Flat|48|Accenture||||
18316|WO0000005475788|COLLIQUE|S2|Flat|48|Accenture||||
18317|WO0000005476139|SANTO DOMINGO|S2|Flat|48|Accenture||||
18322|WO0000005476140|SANTO DOMINGO|S2|Flat|48|Accenture||||
18323|WO0000005476160|CHIMPU OCLLO|S2|Flat|48|Accenture||||
18324|WO0000005476650|CANTO GRANDE||Variable|40|Prosegur||||
18327|WO0000005476117|PRO|S2|Flat|48|Accenture||SIN COSTO||
18328|WO0000005476147|C.C. MULTIPLAZA|S2|Flat|48|Accenture||90|01670-082023|
18330|WO0000005476150|ANTUNEZ DE MAYOLO|S2|Flat|48|Accenture||95|01661-082023|
18336|WO0000005476173|ANTUNEZ DE MAYOLO|s2|Flat|48|Accenture||SIN COSTO||
18340|WO0000005476689|PLAZA LIMA NORTE||Variable|48|Accenture||604.76|02440-082023|
18346|WO0000005476198|SAN MARTIN DE PORRES||Variable|9|Cechriza||59||
18348|WO0000005476194|SAN MARTIN DE PORRES||Variable|9|Cechriza||59||
18349|WO0000005476156|EDUARDO DE HABICH||Variable|16|Coorporacion R&M||||
18351|WO0000005476113|URB SAN FELIPE COMAS|S2|Flat|48|Accenture||225|02835-082023|
18359|WO0000005480008|C.B. FIORI|S2|Flat|48|Accenture||||
18360|WO0000005480009|C.B. FIORI|S2|Flat|48|Accenture||SIN COSTO||
18361|WO0000005480011|C.B. FIORI|S2|Flat|48|Accenture||SIN COSTO||
18362|WO0000005480010|C.B. FIORI|S2|Flat|48|Accenture||SIN COSTO||
